Id;SharkSpeciesId;AttackedPersonId;CountryId;DateTime;Type;Area;Location;Activity;Injury;AttackSeverenity;Investigator
841;9;802;17;1961/03/12 14:30:00;Unprovoked;South Australia;Aldinga Beach;Spearfishing;Left leg bitten  & left forearm lacerated;NonFatal;"V.M. Coppleson (1962), pp.182 & 252; H. Edwards, pp.61-63; H.D. Baldridge, p.56; J. West, ASAF"

842;1;803;;1961/02/01 0:00:00;Unknown;California;Topanga Canyon Beach, Santa Monica Bay;;Considered a doubtful incident;NonFatal;R. Collier, G.. Helfman

843;20;804;17;1961/01/02 0:00:00;Boating;Tasmania;Off Tasman Island;Ocean racing;No injury to occupants, shark struck boat;NonFatal;C. Black. GSAF

844;1;805;;1960/11/22 0:00:00;Unknown;Florida;Hutchinson Island Beach, Martin County;Fell overboard, prop slashed arm;FATAL, probable drowning & post mortem scavenging;Fatal;"News-Tribune (Fort Pierce, FL], 11/27/1960; SAF Case #803"

845;6;806;;1960/10/24 0:00:00;Boating;Western Cape Province;Jacobs Bay Reef, Saldanha Bay;Fishing for rock lobsters;No injury to occupants, shark rammed & bit  boat;NonFatal;"D. Davies, p.185; Natal Daily News, 10/25/1960; Natal Witness, 10/26/1960"

846;15;;;1960/10/01 0:00:00;Unprovoked;New Britain;East Nakanai, Talasea;Collecting shells;Injuries to leg & foot;NonFatal;A.M. Rapson, p.149

847;15;807;;1960/10/01 12:00:00;Unknown;;;Free diving / photography, kneeling on sand;No injury, shark made threat display;NonFatal;"R. McAllister; SAF Case #958"

848;13;808;;1960/08/22 0:00:00;Unprovoked;New Jersey;Seaside Park, Ocean County;;Knee ripped to bone;NonFatal;"T. Helm, p.250; R. Skocik, p.172"

849;15;;145;1960/08/14 0:00:00;Unknown;Delagoa Bay;Bella Vista;boat with 46 people on board capsized;1  survivor;NonFatal;"L. Schultz & M. Malin, p.563; SAF Case #760"

850;1;809;;1960/08/10 20:00:00;Provoked;Florida;Key Largo Sound;Holding shark on leader & dangling it above the water;Right hand bitten by hooked shark PROVOKED INCIDENT;NonFatal;"D. Mayo; V. Springer"

851;2;810;;1960/08/01 0:00:00;Unprovoked;South Carolina;Parris Island;Swimming from camp;FATAL;Fatal;V.M. Coppleson (1962), p.249

852;17;811;;1960/06/24 11:00:00;Unprovoked;Florida;2 miles east of Dania Beach, Broward County;Scuba diving;No injury, shark harrassed diver & attempted to bite his swimfins;NonFatal;W.F. Fey

853;16;812;;1960/06/04 15:45:00;Unprovoked;Georgia;North picnic area, Jekyll Island, Glynn County;Swimming;Lower left leg & foot bitten;NonFatal;"W. L. Jones, M.D.; SAF Cases # 897 & 1476"

854;19;813;;1960/05/19 13:00:00;Unprovoked;California;Aptos, Santa Cruz County;Swimming;Left leg bitten, surgically amputated below the knee;NonFatal;"D. Miller & R. Collier; R. Collier, pp.31-32; V.M. Coppleson (1962), p.249; H.D. Baldridge, p.71"

855;6;814;;1960/05/01 0:00:00;Unprovoked;Madang;Taludig;;FATAL;Fatal;A.M. Rapson, p.150

856;13;815;;1960/04/30 15:35:00;Unprovoked;KwaZulu-Natal;Amanzimtoti;Treading water;Multiple major injuries;NonFatal;"M. Hely, E. Kerns, M. Levine, GSAF;  G.D. Campbell; D. Davies, pp.102-108; Tim Wallett"

857;9;816;26;1960/04/14 9:00:00;Unknown;33N, 68W;Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30;Floating on a raft;No injury, shark bumped raft;NonFatal;"G.S. Beakley, RCN; L. Schultz & M. Malin, p.557; SAF Case #886"

858;9;817;56;1960/04/01 0:00:00;Unprovoked;Vanua Levu;Off the Bua coast;Fishing in shoulder-deep water;FATAL, legs bitten;Fatal;Wellington Evening Post, 4/29/1960

859;13;818;17;1960/02/29 0:00:00;Unprovoked;Tasmania;Ralph Bay;Wading, fishing for flounder;No injury, Robertson knocked over & Hasler brushed by a shark;NonFatal;Hobart Mercury 3/3/1960

860;1;819;152;1960/01/01 0:00:00;Unprovoked;Pacific coast;San Jan del Sur;Bathing;Survived;NonFatal;J. McAlpine

861;14;820;67;1960/01/01 0:00:00;Unprovoked;St. Georges;Black Point Bay;Spearfishing;Toe bitten;NonFatal;E. Pace, FSAF

862;11;821;;2001/01/01 0:00:00;Unknown;;Between Key West, Florida & Guantanamo Bay, Cuba;Aircraft crashed into sea;"Questionable. Recovered flight gear was ""completely shredded by sharks"" but pilot may have died when plane hit the water,";NonFatal;U.S. Naval Aviation Safety Center

863;12;822;;2001/01/01 0:00:00;Unprovoked;Eastern Cape Province;Kei River Mouth;Wading;Heel lacerated, hand lacerated & abraded;NonFatal;T. Greig, M. Levine, GSAF

864;1;823;17;1959/12/11 0:00:00;Provoked;Victoria;Altona, Melbourne;Spearfishing, Smith  & Walker touched shark with tip of their guns;Smith hit by tail of shark, Walker sustained cuts on his  wrist PROVOKED INCIDENT;NonFatal;"V.M. Coppleson (1962), p.252;"

865;11;824;;1959/10/04 15:15:00;Unprovoked;California;Bodega Rock, Sonoma County;Diving for abalone;Ankle twisted, swim fin bitten;NonFatal;"San Francisco Chronicle, 10/7/1959n; D. Miller & R. Collier;  R. Collier, pp.25-26; P. Gilbert, L. Schultz & S. Springer (1960); H.D. Baldridge, p.70"

866;5;825;26;1959/09/27 0:00:00;Unknown;Hamilton;Astwood's Cove;;Murdered, body scavenged by sharks;Fatal;

867;3;826;;2001/01/01 0:00:00;Boating;California;Between False Klamath & mouth of Klamath River, Del Norte County;Pulling hooked salmon to boat;No injury to occupant, shark struck stern of boat;NonFatal;R. Collier, p.172

868;13;827;171;1959/08/20 4:00:00;Unknown;North Palawan;Cabuli Island;The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas;"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning";Fatal;"Manila Daily, 8/26/1959; V.M. Coppleson (1962), p.259; F. Dennis, p.20; SAF Case #655"

869;20;828;;1959/08/15 0:00:00;Unprovoked;Florida;Panama City, Bay County;Spearfishing on Scuba;FATAL, disappeared, dive gear & clothing found with teethmarks, presumed taken by a shark;Fatal;"Washington Post, 8/17/1959; P. Gilbert, L. Schultz & S. Springer (1960); H.D. Baldridge, p.183"

870;11;829;112;1959/08/12 0:00:00;Provoked;Istria;Pula;Fishing;Laceration to arm PROVOKED INCIDENT;NonFatal;C. Moore, GSAF

871;6;830;91;1959/08/11 14:30:00;Unprovoked;Wakayama Prefecture;Isonoura Beach, Wakayama City;Swimming;FATAL, left thigh bitten;Fatal;"H. Kariya &T. Abe; P. Gilbert, L. Schultz & S. Springer (1960); K. Nakaya"

872;17;831;;1959/08/10 18:00:00;Unprovoked;Georgia;Savannah Beach, Savannah, Chatham County;Standing;"4"" cut on left foot";NonFatal;"McCutcheon; News (Savannah) 8/18/1959"

873;1;832;91;1959/07/25 13:00:00;Unprovoked;Okayama Prefecture;Ushimado;;FATAL, right thigh bitten;Fatal;"M. Hosina; K. Nakaya; L. Schultz & M. Malin, p.539"

874;9;833;;1959/05/01 0:00:00;Unprovoked;Between England & South Africa;;Jumped overboard to rescue a man;Leg bitten;NonFatal;"Golden City Post (South Africa), 6/7/1959; P. Gilbert, L. Schultz & S. Springer (1960)"

875;1;834;17;1959/02/28 0:00:00;Boating;Victoria;Port Phillip Bay;Fishing for snapper;No injury to occupants. Shark leapt into boat, momentarily pinning Crew against the side;NonFatal;"West Australian, 3/1/1959; L. Schultz & M. Malin, p.552"

876;13;835;;1959/02/01 14:45:00;Unprovoked;KwaZulu-Natal;Port Shepstone;Treading water;Leg severed below knee;NonFatal;R. Vermaak, M. Levine, GSAF

877;14;836;;1959/01/12 0:00:00;Unprovoked;Milne Bay Province;Uga, Banaira, Milne Bay;Dragging banana seeds through the shallows;Left calf & right thigh bitten;NonFatal;"A.M. Rapson, p.149; L. Schultz & M. Malin, p.544"

878;19;837;;1959/01/01 0:00:00;Unprovoked;West New Britain Province;Kalapiai, Kombe;Fishing;Minor injuries;NonFatal;A.M. Rapson, p.150

879;8;838;;1958/10/12 0:00:00;Unprovoked;California;Coronado Strand, San Diego County;Swimming near jetty;Left arm, hips & leg lacerated;NonFatal;"Los Angeles Times, 10/13/1958; D. Miller & R. Collier, R. Collier, p. 17-18"

880;1;839;138;1958/07/31 0:00:00;Unprovoked;Guerrero;Caleta Beach, Acapulco;Swimming;FATAL;Fatal;Miami Herald, 8/2/1958 reported this was the second fatality at this resort this month

881;19;840;;1958/07/04 10:45:00;Unprovoked;Between Hawaii & Wake Island;600 miles northwest of Honolulu;U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.;FATAL;Fatal;"Evening Star (Washington D.C.), 7/7/1958, p. A10; G.A. Llano in Sharks and Survival, pp.382-383; V.M. Coppleson (1962), p.259"

882;1;841;18;1958/07/01 12:00:00;Unprovoked;Abaco Islands;North of Walkers Cay;Spearfishing, had fish on his spear;No injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun;NonFatal;S. Waterman, GSAF

883;7;842;;1958/07/01 0:00:00;Unprovoked;Florida;Sarasota, Sarasota County;;Both were bitten on feet by sharks;NonFatal;"R. F. Hutton; T. Helm, p.239"

884;1;843;216;1958/04/19 17:00:00;Unprovoked;Taipei Hsien;Off Cape of Pi-tou;Diving;Right cheek bitten;NonFatal;W.H. Yu

885;16;844;91;1958/01/09 0:00:00;Unknown;Ibaraki Prefecture;Mito;;Torso  recovered from shark;Fatal;Natal Mercury, 1/9/1958

886;15;845;;1958/01/09 7:30:00;Unprovoked;KwaZulu-Natal;Scotburgh;Swimming;FATAL;Fatal;M. Levine, GSAF

887;18;846;167;1958/01/01 0:00:00;Provoked;Canal Zone;;Skindiving;Boy seized shark by its tail, shark bit boy’s forearm  PROVOKED INCIDENT;NonFatal;"Dr. F. X. Schloeder; H.D. Baldridge, p.165"

888;5;847;;1958/01/01 0:00:00;Boating;Western Cape Province;Plettenberg Bay;Fishing (trolling);"No injury to occupants; shark bit propeller";NonFatal;T. Wallett, p.27

889;5;848;;1957/12/23 16:23:00;Unprovoked;KwaZulu-Natal;Margate;Floating;FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten;Fatal;P. Lynch, N. Doveton, G. Wolfe, M.Levine, GSAF

890;1;849;17;1957/07/09 0:00:00;Unprovoked;Torres Strait;Near Thursday Island;Diving for trochus;Right hand and arm bitten;NonFatal;The Age, 7/11/1957

891;1;850;;1957/05/07 0:00:00;Unprovoked;;;Fishing;Legs nipped & he bit shark's snout;NonFatal;Miami Daily News, 5/7/1957

892;5;851;;1957/04/22 11:00:00;Provoked;Florida;Ormond Beach, Volusia County;Standing;Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT;NonFatal;"R. F. Hutton; V.M. Coppleson (1958), pp.155 & 255"

893;6;852;17;1957/02/02 0:00:00;Unprovoked;Western Australia;Cape Levêque;;Man landed at Cape Levêque lighthouse in critical condition after being bitten by a shark. Not known if he survived.;NonFatal;V.M. Coppleson (1958), p.264

894;19;853;85;1957/01/01 0:00:00;Unprovoked;Karun River;near Band Misan in Shustar, 420 km from the sea;;Survived;NonFatal;B. Coad

895;16;854;;1957/01/01 0:00:00;Unprovoked;Abau Subdistrict,Central Province;Mailu area;Fishing;FATAL, multiple injuries;Fatal;"A. Bleakley; A.M. Rapson, p.149"

896;17;855;;1956/12/26 13:00:00;Unprovoked;Milne Bay Province;Samarai Island (south end);Spearfishing;FATAL, left leg severed at hip, left torso removed;Fatal;"Beavis, Kwato Mission; District Commissioner, Samarai; South Pacific Post, 10/29/1956; A.M. Rapson, p.149"

897;19;856;62;1956/12/15 0:00:00;Unprovoked;Estuaire Province;Owendo;Swimming;FATAL;Fatal;Alton Evening Telegraph, 12/15/1956, p.4

898;9;857;;1956/09/23 0:00:00;Unprovoked;Florida;Daytona Beach, Volusia County;Surf fishing;Posterior left ankle bitten;NonFatal;Daytona Beach Morning Journal, 9/26/1956

899;3;858;;1956/09/13 0:00:00;Unprovoked;Near the Andaman & Nicobar Islands;;Climbing back on ship;FATAL;Fatal;M. Hosina

900;1;859;;1956/07/26 0:00:00;Provoked;California;Van Ness Municipal Pier, San Francisco;Fishing;Finger bitten by hooked shark PROVOKED INCIDENT;NonFatal;San Mateo Times, 7/27/1956, p.18

901;4;860;17;1939/12/14 12:15:00;Unprovoked;Queensland;Rubbish Dump Creek, Mackay;Swimming;FATAL, left foot & right leg bitten, later surgically amputated;Fatal;"Sydney Morning Herald, 12/15/1939; V.M. Coppleson (1958), p.238"

902;11;861;182;1939/11/02 0:00:00;Unprovoked;;;Fishing;FATAL;Fatal;Canberra Times, 11/2/1939

903;2;862;;1939/07/18 0:00:00;Unprovoked;;;Japanese freighter Bokuyo Maru burned & sank;Thought to have been taken by a shark;Fatal;Syracuse Herald, 7/30/1939

904;17;863;17;1938/12/27 0:00:00;Unprovoked;New South Wales;North Beach, Belligen River;Swimming;FATAL, thought to have been taken by a shark;Fatal;G.P. Whitley, p.264

905;1;864;17;1938/10/05 0:00:00;Provoked;Queensland;Between Wynnum & St. Helena Island;Fishing;Laceration to left foot & ankle by netted shark PROVOKED INCIDENT;NonFatal;Cairns Post, 10/6/1938

906;5;865;17;1938/03/08 0:00:00;Unprovoked;Northern Territory;Liverpool River;Canoe capsized by shark;Leg severed, but survived;NonFatal;"V.M. Coppleson  (1958) (in text); Sydney Morning Herald, 3/16/1938"

907;13;866;;1938/01/18 0:00:00;Provoked;KwaZulu-Natal;Vetch’s Pier, Durban;Watching seine netters with friends, one of whom picked up a netted shark;Leg bitten PROVOKED INCIDENT;NonFatal;M. Levine, GSAF

908;5;867;17;1937/08/31 11:00:00;Unprovoked;Torres Strait;Mabuiag Island, between New Guinea & Australia;Diving from the lugger San, operated by the Protector of the Aborigines;Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns);NonFatal;The Maitland Daily Mercury, 8/31/1937

909;10;868;227;1937/08/16 0:00:00;Unknown;;Istanbul;Swimming;No injury, no attack;NonFatal;C. Moore

910;11;869;;1937/06/15 0:00:00;Unprovoked;Texas;Galveston;Swimming;FATAL;Fatal;Amarillo Globe, 6/16/1937

911;16;870;17;1937/01/01 0:00:00;Unprovoked;Torres Strait;;;Survived;NonFatal;"Rpt. Dept. Harb. Mar. (Qld), 1937, p.13; G.P. Whitley, p.264"

912;5;871;17;1936/12/01 0:00:00;Boating;Victoria;Mordialloc;Fishing;FATAL, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking;Fatal;The Age, 12/4/1936

913;11;872;17;1936/08/24 0:00:00;Unprovoked;Torres Strait;Near Mabuiag Island;Trochus diving, but floating on surface;Flexed right leg bitten;NonFatal;"G.P. Whitley, p.264; V.M. Coppleson (1958), p.244"

914;9;873;;1936/08/01 0:00:00;Boating;North Carolina;Pamlico Sound off Frisco, Dare County;Fishing;"Shark rammed boat; no injury to occupants";NonFatal;C. Creswell, GSAF

915;11;874;17;1936/04/22 10:00:00;Unprovoked;Queensland;Arlington Reef near Cairns;Diving for trochus;Arm & back bitten, heel lacerated;NonFatal;Sydney Morning Herald, 4/23/1936

916;17;875;;1936/03/30 0:00:00;Provoked;Florida;Miami, Miami-Date County;Fishing;No injury. His hand entangled in line of hooked shark. He was pulled overboard & towed 150' PROVOKED INCIDENT;NonFatal;NY Times, 4/1/1936, p.27, col.1

917;4;876;17;1936/03/12 0:00:00;Unprovoked;Torres Strait;Near Shelburne Bay, Queenland;Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island;Survived;NonFatal;"Coppleson (1958), p.244; The Argus, 4/9/1936"

918;19;877;17;1936/02/23 0:00:00;Provoked;New South Wales;Angourie, near Yamba;Touching the mouth of a supposedly dead shark;Finger bitten PROVOKED INCIDENT;NonFatal;"Coppleson (1958), p. 176; G.P. Whitley, p.263"

919;18;878;17;1935/08/26 0:00:00;Unprovoked;Queensland;At Flat Top, near Mackay;Fell overboard, hanging onto lifebuoy;FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn;Fatal;"V.M. Coppleson (1958), p.22; G. P. Whitley"

920;1;879;;1935/07/27 0:00:00;Unknown;California;Santa Barbara Channel;fishing boat exploded & sank;Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning;Fatal;"N.Y. Herald Tribune, 7/28/1935; D. Miller & R. Collier"

921;8;880;17;1935/03/13 0:00:00;Provoked;Queensland;Pimpana River;Hauling in net with shark in it;Calf & shin bitten  PROVOKED INCIDENT;NonFatal;G.P. Whitley

922;1;881;17;1935/03/11 0:00:00;Unprovoked;New South Wales;Newcastle;Surfing;Abrasions to shins;NonFatal;Sydney Morning Herald, 3/11/1935

923;17;882;112;1934/08/21 0:00:00;Unprovoked;Adriatic Sea;Susak (Rijeka, Istria);Swimming;FATAL;Fatal;"NY Times, 7/10/1934, p.15; V.M. Coppleson (1958), p. 266; R. Rocconi;   D. Baldridge, p.15; A. De Maddalena; Giudici & Fino (1989), De Maddalena (2000)"

924;17;883;;1934/08/05 0:00:00;Unprovoked;Georgia;Thunderbolt, Chatham County;Swimming;Lacerations to right leg;NonFatal;Cullman Democrat, 8.9/1934

925;1;884;17;1934/04/15 9:30:00;Unprovoked;Queensland;Elephant Rock, Currumbin near Southport;Body surfing;Leg lacerated & punctured;NonFatal;V.M. Coppleson (1958), pp.92 & 238. Note: L. Schultz lists date as 1/15/1934

926;15;885;;1933/08/28 0:00:00;Unprovoked;South Carolina;Pawley’s Island, north of Charleston;Bathing;Right heel & ankle bitten;NonFatal;"E.M. Burton; V.M. Coppleson (1958), pp.153 & 253"

927;8;886;;1933/06/21 0:00:00;Unprovoked;South Carolina;North end of Morris Island at mouth of Charleston Harbor;Sitting in 3' of water;Right knee & left leg bitten;NonFatal;"E. M. Burton (1935); V.M. Coppleson (1958), pp.152-153 & 252; Randall in Sharks and Survival, p.350; Note: A. Resciniti lists date as 21-Jul-1933"

928;5;887;17;1933/06/08 0:00:00;Unprovoked;Queensland;Currumbin;Treading water;Lacerations to legs from fins of shark;NonFatal;Townsville Daily Bulletin, 6/9/1933

929;6;888;113;1933/05/03 0:00:00;Unprovoked;Havana Province;Off Jaimanitas Yacht Club, Havana;Swimming to shore from capsized sailboat;FATAL;Fatal;NY Times, May 4, 1933

930;1;889;;1933/04/10 0:00:00;Unprovoked;Florida;Miami Beach, Miami-Dade County;Swimming;FATAL;Fatal;New York Herald Tribune, 4/12/1933

931;11;890;17;1933/02/26 0:00:00;Unprovoked;New South Wales;Sydney;Standing on his hands;Abrasions to legs;NonFatal;Townsville Daily Bulletin, 2/27/1933

932;5;;113;1932/11/08 0:00:00;Unprovoked;;;Hurricane & Tidal Wave;;NonFatal;Barrier Miner, 11/14/1932

933;3;891;56;1932/06/20 0:00:00;Unprovoked;Yasawa Islands;Nabukeru;Free diving with goggles;FATAL;Fatal;V.M. Coppleson (1958), p.259

934;19;892;171;1932/04/16 0:00:00;Unprovoked;Manila;Fort Mills;Standing;FATAL, torso bitten;Fatal;J. F. Corby

935;6;893;;1931/09/21 0:00:00;Unprovoked;Florida;Municipal Beach, West Palm Beach, Palm Beach County;Swimming;Right thigh & calf lacerated;NonFatal;"E.W. Gudger (1937); V.M. Coppleson (1958), p.252; R. Skocik, pp.174-175"

936;17;894;113;1931/08/25 0:00:00;Unprovoked;Havana Province;Miramar subdivision, Havana;Swimming a quarter mile offshore;FATAL, right leg bitten;Fatal;"New York Times, 8/27/1931, p.7; V.M. Coppleson (1962), p.246"

937;12;895;56;1931/07/28 0:00:00;Unprovoked;Viti Levu Island;Tamavua River;Swimming;Multiple injuries;NonFatal;Sydney Morning Herald, 8/12/1931

938;9;896;;1931/07/15 0:00:00;Unprovoked;New Jersey;Sea Girt, Monmouth County;Swimming;Nipped on leg;NonFatal;Daily Courier, 7/21/1931

939;13;897;;1931/06/13 0:00:00;Provoked;Hawaii;Pearl Harbor, O'ahu;Gaffing & attempting to bring onboard a harpooned shark;Tip of finger amputated PROVOKED INCIDENT;NonFatal;"G.H. Balazs; J. Borg, p.70; L. Taylor (1993), pp.96-97"

940;1;898;17;1931/03/06 0:00:00;Provoked;South Australia;Encounter Bay;Fishing, hauling in net, shark in net;Finger lacerated, PROVOKED INCIDENT;NonFatal;"Whitley, p.262;  V.M. Coppleson (1933)"

941;13;899;17;1931/02/10 4:00:00;Unknown;New South Wales;Maroubra Beach;Swimming;Death may have been due to drowning;Fatal;Examiner, 2/11/1931

942;11;900;17;1931/01/07 16:00:00;Unprovoked;Queensland;Yeppoon, near Ross Creek;Swimming;Severe bump & few superficial wounds;NonFatal;"Canberra Times, 1/9/1931; V.M. Coppleson.Q8. (1933); V.M. Coppleson (1958), pp.91 & 237"

943;12;901;17;1930/12/02 0:00:00;Boating;Victoria;Rosebud;Fishing;"No injury to occupants; shark seized gunwale & tried to overturn boat";NonFatal;G.P. Whitley, p.262

944;17;902;17;1930/12/01 0:00:00;Unprovoked;New South Wales;Parramata River;;FATAL;Fatal;H.D.Baldridge (1994), SAF Case #506

945;6;903;17;1930/06/04 0:00:00;Unprovoked;Torres Strait;Near Mabuiag Island;;FATAL;Fatal;V.M. Coppleson (1958), p.242

946;5;904;;1930/03/07 0:00:00;Unprovoked;Florida;70 miles off Tarpon Springs;Sponge diving;No injury to diver but shark left 3 toothmarks in his helmet;NonFatal;Evening Independent, 3/7/1930

947;3;905;;1930/01/16 17:30:00;Unprovoked;Western Cape Province;Melkbaai, False Bay;Swimming;Torso & arm bitten;NonFatal;"A. LeRoux, M. Levine, GSAF; L. Green; G.Wilson"
